9235 LASSWELL, San Antonio, TX 78211	Welcome to this beautifully updated 3-bedroom, 2-bathroom home, offering modern amenities and luxurious outdoor living. Step inside to discover a completely renovated interior with a stunning new kitchen and bathrooms, featuring sleek, updated finishes and brand-new flooring throughout. This home boasts an array of major upgrades, including a brand-new HVAC system, new doors and windows, and fully updated electrical systems with new main and sub panels, along with a complete house rewire for peace of mind. The attached garage has also been enhanced with a new garage door and motor for added convenience.    Outside, your private oasis awaits with an inviting in-ground pool that has been freshly replastered and outfitted with all-new, warrantied machinery, ensuring years of enjoyment. This home truly has it all—modern upgrades, a beautiful pool, and a perfect space for both relaxation and entertaining. Don't miss out on this incredible opportunity!	Cologne	50.938361	6.959974	./img/photo3.jpg	./img/photo4.jpg,./img/photo5.jpg	true	4	Hotel	4	4	830	Washer,Towels,Fridge	Arthur Morgan	johndoe@gmail.com	./img/avatar3.jpg	boTM3UjUIj	Ordinary	12	6	20
910 TIGER LILY, San Antonio, TX 78260	Open House Sat Nov 23rd from 3:00 pm to 5:00 pm** Welcome to your dream home! This beautifully crafted 2-story residence boasts 4 spacious bedrooms and 3 modern bathrooms, all within 2,661 square feet of luxurious living space. Built in 2019, this home combines contemporary design with functional elegance, making it the perfect sanctuary. Step inside to find a thoughtfully designed layout featuring a Primary suite and a Guest suite conveniently located on the main floor-ideal for multi-generational living or hosting visitors. The highlight of the Primary suite is the expansive double walk-in shower in the bathroom, offering a spa-like experience right at home. Enjoy the tranquility of having no back neighbors, providing you with privacy. The covered patio invites you to relax outdoors, making it a perfect spot for morning coffee or evening gatherings. Located in the desirable Kallison Ranch community, this home is part of the Northside Independent School District (NISD) and is just 30 minutes from Lackland Air Force Base. With easy access to major highways 211 and 1604, commuting and exploring the area is a breeze. Best of all, this property has no HOA, allowing you the freedom to personalize your space without restrictions. Don't miss your chance to own this exceptional home-schedule your showing today!	Brussels	50.846557	4.351697	./img/photo3.jpg		true	2	Hotel	4	3	1305	Breakfast,Air conditioning,Laptop friendly workspace,Baby seat,Washer,Towels	Arthur Morgan	morgan@gmail.com	./img/avatar4.jpg	XSjcnJ9eVg	Pro	12	89	57
6811 BLUEGRASS RUN, San Antonio, TX 78240	Open House Sat Nov 23rd from 3:00 pm to 5:00 pm** Welcome to your dream home! This beautifully crafted 2-story residence boasts 4 spacious bedrooms and 3 modern bathrooms, all within 2,661 square feet of luxurious living space. Built in 2019, this home combines contemporary design with functional elegance, making it the perfect sanctuary. Step inside to find a thoughtfully designed layout featuring a Primary suite and a Guest suite conveniently located on the main floor-ideal for multi-generational living or hosting visitors. The highlight of the Primary suite is the expansive double walk-in shower in the bathroom, offering a spa-like experience right at home. Enjoy the tranquility of having no back neighbors, providing you with privacy. The covered patio invites you to relax outdoors, making it a perfect spot for morning coffee or evening gatherings. Located in the desirable Kallison Ranch community, this home is part of the Northside Independent School District (NISD) and is just 30 minutes from Lackland Air Force Base. With easy access to major highways 211 and 1604, commuting and exploring the area is a breeze. Best of all, this property has no HOA, allowing you the freedom to personalize your space without restrictions. Don't miss your chance to own this exceptional home-schedule your showing today!	Brussels	50.846557	4.351697	./img/photo2.jpg	./img/photo3.jpg,./img/photo4.jpg,./img/photo5.jpg	true	4	Apartment	3	3	625	Baby seat,Washer,Towels,Fridge	John Doe	trump@gmail.com	./img/avatar3.jpg	SbbIPcFVFx	Pro	86	55	18
10502 COSMOS CYN, Helotes, TX 78023	This stunning property feels like a model home with all of its upgrades including an oversized lot, extended patio with 2 ceiling fans, curved staircase, media room, blackout motorized shades, antique bronze windows, upgraded lighting & so much more! The main living room & kitchen area offers a great open floorplan with soaring ceilings, fireplace & an abundance of natural light. The rest of the 1st floor consists of the spacious primary suite, an office, formal dining area, a powder bath, and a guest bedroom with access to a full bath. Upstairs you will find a large gameroom, 2 additional bedrooms, a media room, & 2 full baths. The sprawling patio & backyard are perfect for entertaining family & friends, or just relaxing after a long day. You can’t beat the location of this home which is just a short walk from Easton Park’s new 25+ acre Skyline Park featuring an outdoor amphitheater, splash pad, multiple playgrounds, downtown views, and more! Walk to The Union as well and enjoy the full gym, 2 pools, casual hangout room, conference room, and full time HOA staff who organize community events from food trucks to live bands.*Blue accent walls/ceilings will be painted before closing, per buyer request, and they are pictured as so in the photos.	Cologne	50.938361	6.959974	./img/photo3.jpg	./img/photo3.jpg,./img/photo4.jpg,./img/photo5.jpg	true	3	Hotel	1	3	515	Laptop friendly workspace,Baby seat,Washer,Towels	Barak Obama	morgan@gmail.com	./img/avatar2.jpg	UuLQVRrsj5	Pro	97	55	61
10502 COSMOS CYN, Helotes, TX 78023	Located in Cross Creek, this beautiful two-story residence expertly balances style and functionality, featuring an open floor plan, four bedrooms, 2.5 bathrooms, a loft, and generous storage. Recent upgrades include roof shingles, a water softener, security system, garage opener, UV HVAC lighting, ethernet cables, and vinyl plank flooring. The kitchen boasts dark grey cabinets, granite countertops and open island, it comes with stainless steel appliances, and pendant lighting. The primary suite provides a tranquil retreat with a huge walk-in shower and large closet, while the backyard features a covered patio. Come see this great home!	Brussels	50.846557	4.351697	./img/photo2.jpg	./img/photo5.jpg	true	3	House	2	3	1243	Air conditioning,Laptop friendly workspace,Baby seat	John Doe	obama@gmail.com	./img/avatar4.jpg	6NCelN2PFe	Pro	13	69	73
12225 Long Bay Cv, Austin, TX 78732	Welcome to your dream home in the highly sought-after Enclave at Laurel Canyon! This stunning 3,624 sq. ft. property offers 5 bedrooms, 3.5 baths, and is designed with both comfort and functionality in mind. Located in a beautifully established community with a neighborhood pool and park, this home is just minutes from The Shops at La Cantera, Fiesta Texas, SeaWorld, and an array of fine dining and entertainment options. The home features two living rooms and two dining rooms, providing plenty of space for entertaining and daily living. A cozy fireplace enhances the main living area, while the primary bedroom is conveniently located downstairs for added privacy. Upstairs, you'll find four additional bedrooms and a spacious game room, offering flexible space for family and guests. Don't miss this incredible opportunity to own a beautiful home in a prime location!	Amsterdam	52.370216	4.895168	./img/photo1.jpg	./img/photo4.jpg,./img/photo5.jpg	true	5	House	4	1	1284	Washer,Towels,Fridge	Barak Obama	morgan@gmail.com	./img/avatar3.jpg	VZETOgR5Q4	Ordinary	57	75	3
8116 Skytex St, Austin, TX 78744	Open House Sat Nov 23rd from 3:00 pm to 5:00 pm** Welcome to your dream home! This beautifully crafted 2-story residence boasts 4 spacious bedrooms and 3 modern bathrooms, all within 2,661 square feet of luxurious living space. Built in 2019, this home combines contemporary design with functional elegance, making it the perfect sanctuary. Step inside to find a thoughtfully designed layout featuring a Primary suite and a Guest suite conveniently located on the main floor-ideal for multi-generational living or hosting visitors. The highlight of the Primary suite is the expansive double walk-in shower in the bathroom, offering a spa-like experience right at home. Enjoy the tranquility of having no back neighbors, providing you with privacy. The covered patio invites you to relax outdoors, making it a perfect spot for morning coffee or evening gatherings. Located in the desirable Kallison Ranch community, this home is part of the Northside Independent School District (NISD) and is just 30 minutes from Lackland Air Force Base. With easy access to major highways 211 and 1604, commuting and exploring the area is a breeze. Best of all, this property has no HOA, allowing you the freedom to personalize your space without restrictions. Don't miss your chance to own this exceptional home-schedule your showing today!	Hamburg	53.550341	10.000654	./img/photo4.jpg	./img/photo4.jpg,./img/photo5.jpg	false	4	Hotel	2	3	1779	Towels,Fridge	John Doe	morgan@gmail.com	./img/avatar2.jpg	gtWEK6wjrZ	Ordinary	81	37	81
12225 Long Bay Cv, Austin, TX 78732	Open House Sat Nov 23rd from 3:00 pm to 5:00 pm** Welcome to your dream home! This beautifully crafted 2-story residence boasts 4 spacious bedrooms and 3 modern bathrooms, all within 2,661 square feet of luxurious living space. Built in 2019, this home combines contemporary design with functional elegance, making it the perfect sanctuary. Step inside to find a thoughtfully designed layout featuring a Primary suite and a Guest suite conveniently located on the main floor-ideal for multi-generational living or hosting visitors. The highlight of the Primary suite is the expansive double walk-in shower in the bathroom, offering a spa-like experience right at home. Enjoy the tranquility of having no back neighbors, providing you with privacy. The covered patio invites you to relax outdoors, making it a perfect spot for morning coffee or evening gatherings. Located in the desirable Kallison Ranch community, this home is part of the Northside Independent School District (NISD) and is just 30 minutes from Lackland Air Force Base. With easy access to major highways 211 and 1604, commuting and exploring the area is a breeze. Best of all, this property has no HOA, allowing you the freedom to personalize your space without restrictions. Don't miss your chance to own this exceptional home-schedule your showing today!	Cologne	50.938361	6.959974	./img/photo1.jpg	./img/photo3.jpg,./img/photo4.jpg,./img/photo5.jpg	false	3	Apartment	4	3	1286	Fridge	Jane Doe	obama@gmail.com	./img/avatar4.jpg	ndyoTt6dQS	Pro	49	89	71
25015 ARROW RDG, San Antonio, TX 78258	Welcome to your dream home in the highly sought-after Enclave at Laurel Canyon! This stunning 3,624 sq. ft. property offers 5 bedrooms, 3.5 baths, and is designed with both comfort and functionality in mind. Located in a beautifully established community with a neighborhood pool and park, this home is just minutes from The Shops at La Cantera, Fiesta Texas, SeaWorld, and an array of fine dining and entertainment options. The home features two living rooms and two dining rooms, providing plenty of space for entertaining and daily living. A cozy fireplace enhances the main living area, while the primary bedroom is conveniently located downstairs for added privacy. Upstairs, you'll find four additional bedrooms and a spacious game room, offering flexible space for family and guests. Don't miss this incredible opportunity to own a beautiful home in a prime location!	Brussels	50.846557	4.351697	./img/photo2.jpg	./img/photo1.jpg,./img/photo2.jpg	false	2	Room	2	2	1842	Towels,Fridge	Arthur Morgan	morgan@gmail.com	./img/avatar3.jpg	kKsToARphM	Ordinary	58	86	90
10502 COSMOS CYN, Helotes, TX 78023	This stunning property feels like a model home with all of its upgrades including an oversized lot, extended patio with 2 ceiling fans, curved staircase, media room, blackout motorized shades, antique bronze windows, upgraded lighting & so much more! The main living room & kitchen area offers a great open floorplan with soaring ceilings, fireplace & an abundance of natural light. The rest of the 1st floor consists of the spacious primary suite, an office, formal dining area, a powder bath, and a guest bedroom with access to a full bath. Upstairs you will find a large gameroom, 2 additional bedrooms, a media room, & 2 full baths. The sprawling patio & backyard are perfect for entertaining family & friends, or just relaxing after a long day. You can’t beat the location of this home which is just a short walk from Easton Park’s new 25+ acre Skyline Park featuring an outdoor amphitheater, splash pad, multiple playgrounds, downtown views, and more! Walk to The Union as well and enjoy the full gym, 2 pools, casual hangout room, conference room, and full time HOA staff who organize community events from food trucks to live bands.*Blue accent walls/ceilings will be painted before closing, per buyer request, and they are pictured as so in the photos.	Hamburg	53.550341	10.000654	./img/photo3.jpg	./img/photo4.jpg,./img/photo5.jpg	true	4	House	5	4	1836	Towels,Fridge	Barak Obama	jane87@gmail.com	./img/avatar5.jpg	pOp07j2UYn	Ordinary	31	71	50
8822 KALLISON ARBOR, San Antonio, TX 78254	Open House Sat Nov 23rd from 3:00 pm to 5:00 pm** Welcome to your dream home! This beautifully crafted 2-story residence boasts 4 spacious bedrooms and 3 modern bathrooms, all within 2,661 square feet of luxurious living space. Built in 2019, this home combines contemporary design with functional elegance, making it the perfect sanctuary. Step inside to find a thoughtfully designed layout featuring a Primary suite and a Guest suite conveniently located on the main floor-ideal for multi-generational living or hosting visitors. The highlight of the Primary suite is the expansive double walk-in shower in the bathroom, offering a spa-like experience right at home. Enjoy the tranquility of having no back neighbors, providing you with privacy. The covered patio invites you to relax outdoors, making it a perfect spot for morning coffee or evening gatherings. Located in the desirable Kallison Ranch community, this home is part of the Northside Independent School District (NISD) and is just 30 minutes from Lackland Air Force Base. With easy access to major highways 211 and 1604, commuting and exploring the area is a breeze. Best of all, this property has no HOA, allowing you the freedom to personalize your space without restrictions. Don't miss your chance to own this exceptional home-schedule your showing today!	Dusseldorf	51.225402	6.776314	./img/photo5.jpg	./img/photo5.jpg	false	4	Room	2	3	1019	Towels,Fridge	Donald Trump	obama@gmail.com	./img/avatar4.jpg	tXRi0cFwYj	Pro	15	1	46
910 TIGER LILY, San Antonio, TX 78260	Welcome to 910 Tiger Lily, an exceptional two-story home in the highly sought-after Stone Oak community within Terra Bella. This beautiful home offers an open floor plan with soaring high ceilings, creating a spacious and inviting atmosphere throughout. The first level features a versatile office and a dedicated workout room, perfect for maintaining an active lifestyle. The well-appointed kitchen is a chef's dream, showcasing elegant granite countertops, a built-in gas stove, and a built-in oven and microwave. Just off the kitchen, the open living area with a fireplace creates an ideal space for entertaining. The primary bedroom suite is conveniently located on the first floor with private access to the backyard patio. The primary boasts a luxurious en-suite bathroom with double vanities, a spacious walk-in shower, and generously sized closet. Upstairs, you'll find a large game room and a media room, providing plenty of space for entertainment and relaxation. The second floor also includes three additional bedrooms and two bathrooms, with one of the bathrooms featuring a Jack and Jill setup, perfect for family living. The backyard is an entertainer's paradise with expansive covered patio space, an outdoor kitchen, and a Keith Zars heated sparkling in-ground pool and spa-ideal for hosting gatherings or enjoying peaceful evenings outdoors. Additional features include a sprinkler system for the front yard, dog run in the backyard, and energy-efficient solar panels. Situated in a top-rated school district, this home offers both luxury and convenience in one of San Antonio's most desirable neighborhoods.	Paris	48.85661	2.351499	./img/photo2.jpg	./img/photo2.jpg,./img/photo3.jpg,./img/photo4.jpg,./img/photo5.jpg	true	2	House	4	4	1989	Laptop friendly workspace,Baby seat,Washer,Towels	Barak Obama	jane87@gmail.com	./img/avatar3.jpg	fRwHFiGeIU	Ordinary	72	66	69
9235 LASSWELL, San Antonio, TX 78211	Welcome to this beautifully updated 3-bedroom, 2-bathroom home, offering modern amenities and luxurious outdoor living. Step inside to discover a completely renovated interior with a stunning new kitchen and bathrooms, featuring sleek, updated finishes and brand-new flooring throughout. This home boasts an array of major upgrades, including a brand-new HVAC system, new doors and windows, and fully updated electrical systems with new main and sub panels, along with a complete house rewire for peace of mind. The attached garage has also been enhanced with a new garage door and motor for added convenience.    Outside, your private oasis awaits with an inviting in-ground pool that has been freshly replastered and outfitted with all-new, warrantied machinery, ensuring years of enjoyment. This home truly has it all—modern upgrades, a beautiful pool, and a perfect space for both relaxation and entertaining. Don't miss out on this incredible opportunity!	Paris	48.85661	2.351499	./img/photo1.jpg	./img/photo2.jpg,./img/photo3.jpg,./img/photo4.jpg,./img/photo5.jpg	false	2	Room	4	2	535	Air conditioning,Laptop friendly workspace,Baby seat,Washer,Towels,Fridge	Jane Doe	morgan@gmail.com	./img/avatar4.jpg	62SZedM7Rv	Ordinary	99	13	30
9235 LASSWELL, San Antonio, TX 78211	Located in Cross Creek, this beautiful two-story residence expertly balances style and functionality, featuring an open floor plan, four bedrooms, 2.5 bathrooms, a loft, and generous storage. Recent upgrades include roof shingles, a water softener, security system, garage opener, UV HVAC lighting, ethernet cables, and vinyl plank flooring. The kitchen boasts dark grey cabinets, granite countertops and open island, it comes with stainless steel appliances, and pendant lighting. The primary suite provides a tranquil retreat with a huge walk-in shower and large closet, while the backyard features a covered patio. Come see this great home!	Cologne	50.938361	6.959974	./img/photo3.jpg	./img/photo4.jpg,./img/photo5.jpg	true	5	House	5	4	1417		Donald Trump	trump@gmail.com	./img/avatar1.jpg	7KabKDiyPj	Pro	40	4	50
